Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu_L1,Cu_L2,D_Cu_L1,D_Cu_L2,Cu_I,Cu_I_C,I_C_Cu,C_Cu_I,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
YETLOB,75.48,6.92,181.38,2.08,15.77,9.33,31.1,23,13,820.97,-4.631,-2.9692,2.03,2.47,-0.04,-0.39,2.51,46.58,68.42,65,0.2636,-0.1516,0.0979,-0.0695,-0.0972,3.0322,3.8039,1.3295,3.2588,2.9323,29.1455,5.7651,25.1233,7.0055,7.0314,0.7628,0.4137,0.1423,2.9175,1.0152,1.0494,1.0779,3.7696,3.4034,3.8404,3.7558,10.1329,2.0348,2.0386,2.0162,2.0297,2.0136,6.3244,12.6557,4.2417,4.2392,4.1748,9.7563,2.0028,2.017,1.93,1.8876,1.9189,1.1958,1.3869,1.2394,0.0914,0.0163,0.0084,1.2445,1.4029,1.0974,0.1136,0.0207,0.0137,-141.2,24.9
XEBBEN,75.75,3.35,168.14,3.83,6.38,9.75,29.5,21.6,15.5,662.87,-3.1368,-1.536,1.94,2.37,-0.03,-0.13,2.61,59.21,69.35,51.44,0.3116,-0.2153,0.2256,-0.8896,-0.4249,2.3886,3.7652,1.3684,1.8454,2.7426,28.853,5.9156,25.1605,8.4999,7.593,0.5217,0.5809,0.1424,2.9295,1.0203,1.0443,1.1304,3.7033,3.5188,3.5116,3.8466,10.1941,2.0704,2.0312,2.0232,2.0486,2.0207,6.3248,12.5577,4.2152,4.2257,4.1168,9.8059,1.9342,1.9743,1.9758,1.9603,1.9612,1.7154,1.4917,1.6856,0.4473,0.0485,0.0808,1.3175,1.4292,1.3613,0.0612,0.0028,0.0227,-97.99,19.2
CUJDUI,79.07,9.05,190.1,2.04,9.63,7.76,32.4,24.1,13,643.04,-4.6875,-3.6736,2.06,2.46,-0.05,-0.51,2.51,47.09,66.93,65.98,0.265,-0.1278,0.0682,-0.1484,-0.0633,3.1336,3.7505,1.3081,3.1891,2.9959,29.1706,5.8368,25.1584,7.1365,7.0653,0.7666,0.4068,0.1434,2.9194,0.9821,1.0186,1.1184,3.7774,3.2967,3.8406,3.8834,10.1336,2.0486,2.023,2.0091,2.0428,2.0102,6.3279,12.6724,4.2734,4.2363,4.1627,9.7346,2.0017,1.9911,1.9563,1.8674,1.9181,1.2969,1.3247,1.2566,0.0889,0.0128,0.009,1.2463,1.1841,1.2889,0.121,0.015,0.0149,-147.91,12
GEXTEI,57.17,-11.25,141.61,1.86,5.88,8.95,22.6,15.5,10.3,565.27,-4.0878,-2.3973,2.09,2.48,1.02,-0.58,2.54,47.26,72.04,60.71,0.3966,-0.1685,0.1826,-0.6579,-0.5312,2.9405,3.8638,1.3259,1.8747,1.9356,29.1374,5.876,25.1495,8.5539,8.4647,0.7033,0.3969,0.1435,2.9119,1.013,1.0223,1.1259,3.7428,3.4402,3.6478,3.8348,10.1518,2.0519,2.0264,2.0187,2.0371,2.0178,6.2827,12.5638,4.2306,4.196,4.1372,9.7569,1.8624,2.0046,1.9867,1.9769,1.9264,1.5806,1.6588,1.4852,0.4025,0.0795,0.0487,1.5511,1.5471,1.5943,0.2983,0.0463,0.0386,-96.09,27
CALKIL,57.3,-12.76,144.64,2.11,10.65,9.1,22.7,16.6,11.2,676.2,-4.2017,-2.5237,2.09,2.47,1.07,-0.57,2.52,46.83,70.55,62.62,0.3929,-0.1558,0.1606,-0.6673,-0.5384,3.0078,3.8133,1.3342,1.8726,1.9327,29.1755,5.8168,25.1465,8.5666,8.4674,0.7477,0.4093,0.1441,2.9124,1.0242,1.0222,1.1023,3.7511,3.5126,3.6886,3.7417,10.1455,2.0402,2.0286,2.0282,2.0326,2.0158,6.2889,12.576,4.2273,4.1967,4.152,9.7422,1.866,2.0116,1.9897,1.9722,1.9027,1.5645,1.66,1.5037,0.4076,0.0777,0.0573,1.5413,1.5696,1.5775,0.3148,0.0514,0.0435,-114.09,25.8
CAKMUZ,73.31,8.59,191.36,2.51,13.75,8.82,29.6,23.2,15.9,827.78,-4.2526,-2.9573,2.05,2.5,-0.03,-0.47,2.55,47.71,71.39,60.9,0.3587,-0.1683,0.1681,-0.6102,-0.0803,2.9666,3.7275,1.3286,2.0177,2.9128,29.1437,5.7627,25.1341,8.4337,7.0326,0.71,0.4125,0.1444,2.9167,1.0164,1.0424,1.0996,3.7529,3.4125,3.7358,3.7876,10.1431,2.0454,2.0315,2.0216,2.0349,2.0096,6.2948,12.5849,4.2409,4.1936,4.1503,9.7615,1.9111,1.9731,1.9935,1.9598,1.924,1.5125,1.4915,1.6708,0.4206,0.0532,0.0593,1.291,1.2772,1.1981,0.11,0.0235,0.0121,-112.85,27.2
SOLPEP,77.24,2.87,164.55,1.7,5.7,6.69,26.8,19.1,9.8,531.64,-4.4165,-2.7932,2.07,2.4,0.16,-0.45,2.5,46.03,68.4,65.57,0.3468,-0.143,0.092,-0.4855,-0.0721,2.9889,3.8638,1.3157,2.0587,2.9077,29.1243,5.824,25.1427,8.3921,6.8752,0.7888,0.3464,0.1447,2.9136,0.9978,1.0383,1.1001,3.7702,3.3596,3.8336,3.8173,10.1273,2.0396,2.0336,2.0147,2.0324,2.007,6.2978,12.6053,4.2434,4.1996,4.1622,9.7501,1.9937,2.0095,1.9582,1.8873,1.9014,1.4805,1.5054,1.6114,0.3949,0.0511,0.0477,1.1619,1.3659,1.2047,0.1223,0.0215,0.0136,-127.82,26.3
SEGNEX,73.57,10.67,181.75,2.48,6.65,6.09,32.6,24.5,12.8,532.72,-3.999,-2.7763,2.02,2.41,-0.09,-0.38,2.56,51.36,73.14,55.5,0.356,-0.211,0.2594,-0.5602,-0.019,2.7732,3.9496,1.3931,1.9989,3.0749,29.038,6.0017,25.0935,8.4127,6.9755,0.6123,0.4518,0.1456,2.9145,1.028,1.0364,1.137,3.7106,3.3336,3.696,3.8262,10.1742,2.0614,2.0349,2.019,2.0457,2.0132,6.2759,12.5528,4.2115,4.1842,4.157,9.8154,1.9811,2.003,1.9888,1.9368,1.9057,1.5287,1.4833,1.6646,0.3794,0.056,0.0555,1.3745,1.1749,1.1626,0.121,0.021,0.0225,-66.64,28.9
UCIZIS,75.38,21.81,169.08,1.64,9.25,9.03,30.1,21.5,11.8,657.37,-4.3399,-2.5436,2.01,2.48,-0.05,-0.59,2.51,47.66,70.38,61.97,0.3547,-0.169,0.1693,-0.6409,0.1749,2.9892,3.8905,1.3511,1.685,2.8144,29.1104,5.8676,25.1124,8.3294,6.973,0.7437,0.4337,0.1464,2.9137,1.064,1.0457,1.0515,3.7452,3.5827,3.7902,3.5676,10.1449,2.0277,2.0447,2.025,2.0199,2.0276,6.2906,12.5905,4.1864,4.2206,4.1835,9.7642,1.9899,1.9982,1.9187,1.9526,1.9048,1.648,1.3036,1.6964,0.4324,0.0487,0.0709,1.1323,1.2029,1.1541,0.1257,0.0229,0.0187,-109.88,20.1
DAQCUW,73.87,8.39,171.96,1.63,8.98,8.36,28,19.7,12.3,652.27,-4.4948,-3.0795,2.01,2.43,0.04,-0.46,2.51,46.4,68.67,64.92,0.3585,-0.1492,0.0934,-0.6057,-0.0655,3.0126,3.845,1.3123,2.1128,3.0625,29.1006,5.8242,25.1475,8.3955,6.9705,0.7668,0.4242,0.1465,2.9152,0.9852,1.0395,1.1166,3.7675,3.306,3.8335,3.8674,10.1322,2.0406,2.0311,2.0118,2.041,2.0078,6.2921,12.6091,4.2297,4.221,4.1584,9.7403,1.9975,2.0264,1.9561,1.8705,1.8898,1.5334,1.4831,1.6686,0.4159,0.0427,0.0525,1.1264,1.3502,1.3058,0.0923,0.0151,0.0104,-129.05,26
OTROSC,57.11,-12.07,141.43,2.34,5.34,12,22.2,14.4,9,638.74,-4.1581,-2.4625,2.09,2.49,1.05,-0.58,2.54,46.96,71.54,61.51,0.3959,-0.1633,0.161,-0.6699,-0.5246,2.9692,3.8168,1.3129,1.8729,1.9609,29.1545,5.8351,25.153,8.5854,8.4787,0.7268,0.4088,0.147,2.9123,1.0134,1.0178,1.1248,3.7501,3.4384,3.6702,3.8349,10.1454,2.0511,2.0254,2.0173,2.0346,2.017,6.2863,12.5681,4.2331,4.1979,4.1371,9.7497,1.8727,2.0092,1.9802,1.9645,1.9231,1.5848,1.6667,1.4766,0.4105,0.0793,0.0487,1.5391,1.5352,1.6144,0.2976,0.0431,0.0384,-104.45,26.2
RUNJER,76.97,3.95,165.75,2.03,5.46,6.43,26.8,19.7,10.2,532.51,-4.41,-2.7095,2.04,2.43,0.1,-0.43,2.51,46.37,69.44,64.19,0.3538,-0.1532,0.1152,-0.4961,-0.0832,2.9817,3.845,1.324,2.0654,2.8901,29.1218,5.7833,25.1365,8.3891,6.976,0.7752,0.3742,0.1491,2.9138,1.011,1.0424,1.0922,3.7641,3.3848,3.823,3.7811,10.1318,2.0398,2.0349,2.0175,2.0311,2.0085,6.2939,12.6009,4.2368,4.2032,4.1609,9.7514,1.9913,2.0033,1.9688,1.8958,1.8921,1.4829,1.5042,1.6161,0.4029,0.0527,0.0484,1.2391,1.3919,1.1163,0.1147,0.0218,0.0133,-125.28,26.5
XURCIW,77.11,7.88,165.67,1.85,7.19,6.57,31.6,20,10.2,520.69,-3.9795,-2.3204,2.06,2.37,-0.08,-0.34,2.53,47.61,71.28,61.11,0.3265,-0.1651,0.1133,-0.4061,-0.6003,3.041,3.9434,1.316,2.8177,1.9511,29.1769,5.8866,25.1587,7.51,8.4338,0.7026,0.4796,0.1511,2.9139,1.0236,1.0522,1.0815,3.7489,3.4533,3.831,3.7003,10.1532,2.0409,2.0441,2.0221,2.031,2.015,6.2988,12.613,4.2154,4.2226,4.1749,9.7618,2.0016,2.0126,1.9405,1.9137,1.8934,1.1727,1.3452,1.5553,0.0615,0.0204,0.0114,1.4765,1.4708,1.7168,0.3988,0.0579,0.0704,-105.45,28.3
QUNCEI,80.27,4,168.45,2.41,6.72,9.53,26.4,16.9,11.6,634.89,-4.4779,-3.7979,2.02,2.4,0.13,-0.47,2.52,46.69,69.13,64.17,0.3905,-0.1454,0.1219,-0.5204,-0.4669,3.0128,3.88,1.3244,2.1474,2.1005,29.1597,5.8479,25.1379,8.3917,8.3713,0.7735,0.4325,0.1523,2.9139,0.997,1.0304,1.1114,3.7662,3.3326,3.8124,3.837,10.13,2.0454,2.0312,2.0133,2.0334,2.0067,6.2893,12.5867,4.2452,4.2017,4.1399,9.7334,1.9792,1.9917,1.972,1.8866,1.9039,1.4751,1.5324,1.6096,0.3941,0.0418,0.0467,1.3591,1.5051,1.7203,0.3378,0.0243,0.0422,-149.9,2.4
RUVVAF,76.01,6.09,178.39,1.74,8.25,9.07,31.2,23.1,13.2,648.41,-4.4307,-2.657,2.03,2.43,-0.01,-0.39,2.52,47.19,69.86,62.95,0.2645,-0.1629,0.1136,-0.0939,-0.0998,3.0062,3.8213,1.3335,3.2299,2.9045,29.1271,5.7788,25.1315,6.999,7.0252,0.7367,0.4174,0.1537,2.9176,1.0462,1.0518,1.0549,3.7609,3.5281,3.8344,3.621,10.1419,2.0315,2.0412,2.0259,2.0234,2.0198,6.3196,12.6509,4.2202,4.2393,4.1914,9.765,2.0025,2.0112,1.9504,1.9183,1.8826,1.2186,1.4059,1.2297,0.0907,0.0162,0.0084,1.2412,1.3851,1.1228,0.1136,0.0198,0.0143,-127.51,25.5
TRURET10,81.23,0.24,170.68,2.44,5.96,7.2,31,20.1,10,534.49,-3.723,-1.6831,2.03,2.38,-0.09,-0.08,2.6,54.05,72.25,53.7,0.2917,-0.2197,0.276,-0.4094,-0.6988,2.5314,3.9096,1.3886,2.8358,1.9257,28.991,5.9866,25.1208,7.5937,8.5868,0.5864,0.5404,0.1541,2.9233,1.0319,1.0443,1.1278,3.7048,3.4237,3.6202,3.795,10.1804,2.0615,2.0337,2.0243,2.0428,2.018,6.3381,12.5574,4.2434,4.2054,4.1086,9.8128,1.9632,1.9726,1.9868,1.9475,1.9426,1.1952,1.3645,1.5192,0.0633,0.0214,0.0124,1.5535,1.4733,1.7247,0.4108,0.0568,0.062,-101.6,10.3
HOWTEU,83.37,9.43,169.12,2.57,8.92,10.48,27.9,20.9,16.7,806.4,-4.2359,-2.9804,2.11,2.38,-0.05,-0.44,2.53,47.86,70.54,61.6,0.3959,-0.1533,0.1898,-0.5209,-0.5725,2.9617,3.8483,1.368,2.0534,2.0033,29.1541,5.8592,25.1196,8.4245,8.4225,0.7402,0.3433,0.157,2.913,1.0013,1.037,1.1084,3.7486,3.3626,3.7165,3.8399,10.1426,2.0477,2.0323,2.0157,2.0377,2.0093,6.2837,12.565,4.251,4.1702,4.1437,9.7554,1.9166,1.9581,1.9738,1.9579,1.949,1.603,1.4882,1.5629,0.354,0.0391,0.0448,1.4399,1.4484,1.7397,0.4069,0.0599,0.0618,-114.97,8.4
XALVUB,74.7,7.25,212.19,2.11,12.9,7.17,30.7,23.2,14,743.97,-4.4379,-2.9108,2.12,2.43,-0.02,-0.42,2.53,46.55,69.21,64.24,0.3585,-0.1481,0.1364,-0.4891,-0.1337,3.023,3.693,1.3161,2.051,2.9817,29.1697,5.7062,25.1286,8.3889,6.9831,0.7568,0.3164,0.1585,2.9167,1.0125,1.0537,1.0734,3.771,3.3493,3.8311,3.7849,10.1274,2.0366,2.0361,2.0147,2.0314,2.0087,6.3024,12.5939,4.2475,4.1881,4.1582,9.7453,2.0006,1.9788,1.9345,1.8886,1.9428,1.4708,1.467,1.6663,0.3801,0.0521,0.0538,1.294,1.332,1.2262,0.0909,0.0201,0.0114,-137.28,26.9
FEDQOX,73.08,-1.1,223.08,1.93,7.75,8.38,39.7,30.8,17.5,646.38,-4.4436,-2.588,2,2.46,0.09,-0.16,2.54,46.27,71.06,62.67,0.2254,-0.1825,0.0807,-0.1382,-0.1139,3.0116,3.6279,1.2948,3.1937,2.7904,29.0927,5.7655,25.1461,7.13,7.0474,0.6962,0.4423,0.1591,2.9153,0.9876,1.0553,1.1299,3.765,3.2536,3.8363,3.917,10.1474,2.0562,2.0296,2.0092,2.0442,2.0082,6.3457,12.6757,4.2799,4.2432,4.1525,9.7533,2.0018,1.985,1.9602,1.8602,1.9461,1.3416,1.3797,1.182,0.088,0.0151,0.0092,1.2487,1.2259,1.2986,0.1135,0.0174,0.013,-126.03,19.4
BUGNUO,74.19,6.6,172.63,2.03,7.56,8.88,27,20.4,14,695.92,-4.3625,-2.7032,2.03,2.44,-0.05,-0.32,2.53,46.71,69.75,63.54,0.351,-0.1518,0.1178,-0.5965,-0.0688,3.0452,3.8784,1.3148,2.0868,2.9582,29.1585,5.7877,25.1474,8.4253,7.0035,0.7514,0.4232,0.1621,2.9158,1.0418,1.0511,1.0502,3.7654,3.5065,3.8046,3.672,10.1337,2.0272,2.0434,2.0175,2.0231,2.0225,6.2948,12.6086,4.2099,4.2207,4.178,9.7456,2.0042,2.0086,1.8831,1.9108,1.939,1.4955,1.4721,1.6966,0.4255,0.0637,0.0636,1.1923,1.3493,1.206,0.1131,0.0243,0.0126,-127.88,38.8
QAFVAV,77.02,7.22,174.11,1.77,10.23,6.39,29,21.1,13.8,674.23,-3.9401,-2.735,2.06,2.31,-0.03,-0.34,2.6,50.86,74.59,54.55,0.3252,-0.2042,0.2567,-0.3416,-0.5893,2.7682,3.9188,1.4369,3.0941,1.9907,29.0284,5.99,25.0993,7.5818,8.4146,0.5647,0.3929,0.1623,2.9133,1.0471,1.0138,1.1339,3.7004,3.6899,3.2908,3.8796,10.1825,2.0449,2.0197,2.0239,2.0462,2.0478,6.2829,12.5831,4.2086,4.2284,4.146,9.8088,1.8807,1.9677,1.9772,1.984,1.9991,1.4063,1.3671,1.2756,0.0617,0.0053,0.0077,1.5055,1.4838,1.6735,0.3887,0.0448,0.0541,-50.39,28.3
RUNJIV,76.83,3.75,167.26,1.79,5.09,6.76,26.6,18.3,8.9,510.09,-4.2662,-2.5952,2.04,2.42,0.06,-0.4,2.52,46.79,70.11,63.1,0.3533,-0.1568,0.1157,-0.6031,-0.0876,3.0105,3.8592,1.3151,2.1219,2.8847,29.1259,5.8081,25.1515,8.4156,7.0211,0.7499,0.4104,0.1624,2.9151,1.013,1.0437,1.0915,3.761,3.4079,3.8082,3.7701,10.1371,2.0417,2.0351,2.0201,2.0312,2.009,6.2909,12.6025,4.2334,4.2047,4.1644,9.7533,1.9746,2.0021,1.9762,1.9131,1.8872,1.5332,1.5208,1.6367,0.4007,0.0417,0.0487,1.2433,1.3884,1.1206,0.1149,0.0218,0.0128,-122.29,25
SUHNIS,81.08,6.92,168.43,3.89,8.9,9.72,31.1,24.3,18.4,785.81,-4.4043,-2.7417,2.09,2.34,-0.07,-0.3,2.52,46.71,69.36,63.93,0.4061,-0.137,0.1645,-0.4806,-0.6385,2.9624,3.8695,1.3276,2.0394,1.9544,29.1157,5.8643,25.1216,8.3535,8.4282,0.7496,0.3122,0.1633,2.913,1.0044,1.0229,1.104,3.7613,3.3875,3.7904,3.7639,10.1324,2.0412,2.0323,2.0197,2.0303,2.0089,6.2889,12.5681,4.2365,4.1896,4.1421,9.7369,1.9797,1.9976,1.981,1.8919,1.8867,1.4966,1.4186,1.6777,0.4064,0.055,0.0556,1.6726,1.4894,1.52,0.431,0.0476,0.0777,-130.61,8
FARYEC,81.72,3.28,170.81,2.27,6.39,9.89,29.9,20.7,12,621.77,-3.4145,-1.6063,2,2.38,-0.06,-0.16,2.6,57.62,70.03,52.34,0.3772,-0.2093,0.2422,-0.8316,-0.59,2.3737,3.824,1.3736,1.6942,2.0186,28.8756,5.9698,25.1439,8.6412,8.4582,0.5524,0.4792,0.1651,2.9263,1.0369,1.0401,1.1147,3.7048,3.4278,3.7107,3.7303,10.1843,2.0566,2.0426,2.0268,2.0434,2.0148,6.3099,12.5167,4.2281,4.1782,4.1103,9.7962,1.9879,1.9778,1.968,1.9201,1.9423,1.5591,1.5781,1.6825,0.4583,0.0648,0.11,1.5144,1.5035,1.6907,0.3408,0.0325,0.0426,-128.89,20.5
EHIQOC,78.12,3.06,176.66,1.63,8.07,9.14,26.6,21.3,15.7,633.04,-4.3847,-2.7615,2.1,2.45,0.2,-0.46,2.52,46.35,69.38,64.27,0.349,-0.1493,0.1192,-0.5474,-0.148,2.9866,3.8491,1.3302,2.043,2.7366,29.1557,5.7684,25.1321,8.4374,7.1562,0.7762,0.3463,0.1652,2.9138,1.0626,1.0291,1.0503,3.7661,3.5899,3.8078,3.5868,10.1302,2.0288,2.0349,2.0307,2.0194,2.0164,6.3029,12.5958,4.1982,4.2027,4.1949,9.7523,1.9897,2.0168,1.9957,1.9347,1.8154,1.5195,1.5926,1.5443,0.3716,0.063,0.0521,1.358,1.1734,1.2758,0.1065,0.0144,0.0133,-128.12,31.1
VOHWEU,79.13,2.73,182.4,3.79,11.87,11.09,34.2,27.1,18.8,915.72,-3.0847,-1.4283,2.01,2.35,-0.05,-0.21,2.64,57.7,71.48,50.82,0.3127,-0.2182,0.2825,-0.2192,-0.7078,2.5045,3.8935,1.379,2.7938,1.9126,28.9677,6.0527,25.1394,7.2292,8.5205,0.4972,0.5076,0.1657,2.9212,1.0506,1.053,1.101,3.6863,3.3796,3.5816,3.8678,10.2023,2.0808,2.0356,2.0183,2.0462,2.0214,6.2996,12.5401,4.201,4.2062,4.1328,9.8476,1.9747,1.9796,1.9769,1.9583,1.958,1.4212,1.3557,1.1853,0.0787,0.0158,0.0088,1.6102,1.4699,1.6452,0.4447,0.0483,0.068,-98.93,34.1
RECNUL,75.55,17.53,168.57,1.98,5.99,5.42,30.1,21.2,9.9,497.03,-4.1973,-2.3588,2.01,2.44,-0.03,-0.49,2.52,47.91,71.73,60.36,0.35,-0.1811,0.179,-0.6427,0.1524,2.9522,3.931,1.3506,1.6782,2.7515,29.0921,5.9161,25.1145,8.3265,7.0173,0.7097,0.4299,0.1663,2.9131,1.012,1.0511,1.1099,3.7392,3.3339,3.8015,3.7961,10.1502,2.0477,2.0376,2.017,2.0386,2.0093,6.2867,12.5851,4.2202,4.2085,4.1564,9.7781,2.0056,2.0157,1.96,1.9047,1.8921,1.4851,1.4191,1.7461,0.4289,0.0624,0.0889,1.2504,1.1735,1.0894,0.122,0.0191,0.0226,-82.93,26.7
CADDUK,73.19,8.01,188.48,2.83,9.62,6.34,32.8,25.8,16.2,670.33,-4.6149,-2.8429,2.06,2.41,0.09,-0.38,2.55,46.94,69.96,63.1,0.2629,-0.1767,0.122,-0.3548,-0.0972,2.6807,3.8565,1.3284,2.8759,3.0475,28.8956,5.8768,25.1267,7.7201,7.1137,0.7109,0.3248,0.1672,2.9215,0.9821,1.0672,1.1141,3.7709,3.2382,3.8318,3.9008,10.1363,2.0461,2.0267,2.0079,2.0483,2.0073,6.357,12.6373,4.2832,4.2229,4.1312,9.7428,2.0076,1.9852,1.935,1.8591,1.9559,1.2373,1.4473,1.4131,0.0636,0.0144,0.0139,1.2775,1.2499,1.2606,0.1215,0.0231,0.0271,-145.01,14
XIHSEM,77.01,5.04,179.03,1.72,6.92,7.36,31.4,22.8,12.8,589.16,-4.373,-2.6364,2.04,2.38,0.04,-0.39,2.52,47.12,69.52,63.35,0.2575,-0.1615,0.0987,-0.0932,-0.0405,3.0027,3.8449,1.3268,3.2379,2.9786,29.1166,5.8237,25.1422,7.0016,6.9906,0.744,0.3984,0.1718,2.9168,1.0064,1.0496,1.0962,3.7613,3.3765,3.8387,3.783,10.1417,2.043,2.0378,2.0172,2.0333,2.0105,6.3224,12.6534,4.2491,4.2345,4.1699,9.7666,2.003,2.0098,1.9546,1.8895,1.9098,1.2338,1.3956,1.2235,0.0903,0.0169,0.0084,1.192,1.3489,1.1734,0.1181,0.0209,0.0134,-129.36,23.3
KIJBOX,62.78,2.1,169.45,2.02,14.57,10.92,31,25.7,15.7,824.39,-3.5344,-3.2207,2,2.28,0.02,-0.16,2.64,51.32,75.62,53.06,0.2703,-0.2258,0.2131,-0.1486,-0.4054,2.6631,4.0288,1.338,3.1805,2.8752,28.9909,6.0776,25.1061,7.0497,7.2323,0.4869,0.4235,0.1726,2.9161,1.0406,1.0605,1.1133,3.7119,3.3514,3.8129,3.7363,10.1745,2.0492,2.0456,2.0199,2.0442,2.0157,6.3006,12.5752,4.214,4.2038,4.1574,9.8538,1.9945,2.0042,1.9771,1.9466,1.9315,1.2493,1.4457,1.2056,0.0892,0.0156,0.0102,1.4555,1.4238,1.1741,0.0755,0.0125,0.0097,-61.72,24.7
ROGKAA,72.07,7.97,198.23,2.12,10.93,9,28.8,22.4,15.3,715.45,-4.2596,-2.7873,2.05,2.45,-0.03,-0.41,2.54,47.31,70.58,62.11,0.3535,-0.1581,0.1455,-0.6358,-0.0625,3.0193,3.695,1.3202,2.0451,2.8653,29.1692,5.7316,25.1459,8.4387,6.9774,0.734,0.4041,0.1735,2.917,1.032,1.03,1.0863,3.7596,3.5003,3.7274,3.7285,10.1389,2.039,2.0302,2.0272,2.0302,2.0123,6.2943,12.5982,4.229,4.2026,4.1666,9.754,1.896,1.994,2.0045,1.9628,1.8967,1.5157,1.51,1.6564,0.4437,0.0555,0.0632,1.2297,1.232,1.2935,0.1141,0.0208,0.0119,-120.68,27.6
SUGCEC,77.32,12.2,165.92,2.67,6.64,10.43,28.6,20.6,13.7,678.92,-4.4714,-3.1165,2.08,2.29,-0.11,-0.37,2.53,46,68.49,65.51,0.409,-0.1248,0.1338,-0.4674,-0.5885,3.0912,3.849,1.3183,2.0352,2.0073,29.2166,5.8219,25.1349,8.3859,8.3581,0.7746,0.3186,0.1737,2.9125,1.0231,1.005,1.0921,3.7721,3.5089,3.7236,3.7397,10.1219,2.0324,2.0259,2.0243,2.0282,2.0112,6.2876,12.5776,4.2422,4.1814,4.1541,9.7257,1.8766,1.9943,1.9923,1.9543,1.9083,1.4612,1.3917,1.7352,0.387,0.0635,0.0662,1.4194,1.4851,1.7243,0.4325,0.0581,0.0538,-142.99,14.7
LIVDUS,72.26,7.29,231.95,2.97,6.3,10.51,41.1,27,14.5,688.48,-4.781,-3.5446,2.07,2.41,0.06,-0.45,2.53,44.61,66.65,68.74,0.4001,-0.1138,0.0612,0.0187,-0.5795,3.0391,3.9511,1.2694,3.1771,1.9965,29.1389,5.8771,25.1449,6.9132,8.4327,0.7794,0.4201,0.1742,2.9134,0.9627,1.036,1.1115,3.7942,3.2852,3.8495,3.899,10.1107,2.0345,2.0235,2.0084,2.038,2.0063,6.2821,12.6115,4.2197,4.2384,4.1533,9.7064,1.9708,2.0008,1.9282,1.8757,1.9308,1.1987,1.337,1.1928,0.1184,0.0277,0.0158,1.4874,1.4726,1.7024,0.3812,0.0433,0.0518,-113.24,-17.6
MBABIR,81.08,2.29,178.62,4.34,10.67,7.33,36.3,31.1,20.7,695.28,-2.8944,-1.4699,1.95,2.33,-0.04,-0.06,2.62,57.68,70.9,51.42,0.3289,-0.2248,0.2231,-0.9144,-0.2856,2.4785,3.7853,1.3415,1.719,2.7942,28.8699,5.964,25.1601,8.5175,7.3561,0.5002,0.6191,0.1755,2.9284,1.0909,1.0448,1.069,3.701,3.7315,3.74,3.4085,10.1959,2.0304,2.0444,2.0555,2.0288,2.0367,6.3149,12.551,4.1964,4.1923,4.1623,9.8052,1.9901,1.9849,1.9755,1.9464,1.9083,1.7704,1.4899,1.6091,0.4965,0.0694,0.0751,1.2075,1.4016,1.4122,0.0796,0.0177,0.0194,-113.85,20.7
XEPNAJ,75.08,4.18,182.75,3.57,10.95,8.56,36.5,28.7,19.2,750.14,-4.5332,-2.7605,2.19,2.33,-0.01,-0.27,2.5,47.1,67.31,65.58,0.3687,-0.1269,0.1012,-0.1677,-0.5366,2.9447,3.6801,1.3097,2.7325,2.006,29.1127,5.7397,25.1747,7.0161,8.4255,0.7709,0.3179,0.1756,2.9166,0.9723,1.0359,1.1122,3.7644,3.2998,3.8189,3.8786,10.1371,2.0461,2.0304,2.011,2.0421,2.0074,6.2924,12.6025,4.2462,4.2146,4.1418,9.7364,2.0005,1.9969,1.9534,1.8481,1.9376,1.2246,1.4674,1.237,0.0971,0.0251,0.0198,1.4564,1.4628,1.7076,0.3931,0.0672,0.0513,-132.88,21.2
